r_profile_id,asset_name,asset_id
23413,640,1630
23414,641,1631
23436,642,1396
23306,655,1446
23298,659,1438
23525,669,1392
23463,682,1476
23517,683,1477
23437,684,1478
23477,685,1380
21087,686,1384
23518,687,1456
23321,714,1542
23339,715,1543
21100,718,1440
11488714,731,1545
23409,735,1536
23530,744,1548
11488715,745,1515
11488716,746,1508
23512,747,1479
23297,773,1386
25768,774,1418
23457,777,1480
23485,795,1481
23368,796,1611
23366,797,1467
23365,798,1468
23364,799,1614
23387,800,1615
11488717,801,1657
23399,802,1655
11488680,803,1656
23381,817,1546
21090,825,1429
25770,826,1490
23393,836,1586
23501,837,1605
23308,851,1390
23351,853,1499
23535,859,1613
11488671,866,1413
23386,867,1422
23524,868,1576
23500,894,1420
11488722,895,1582
23355,898,1493
23398,901,1562
23417,902,1516
21092,913,1389
23504,914,1494
11488673,915,1454
11582475,916,1455
23430,917,1535
23346,918,1482
23482,923,1394
23314,935,1387
23456,937,1424
23494,939,1564
11488681,941,1513
11488683,942,1519
23508,943,1565
11488724,944,1520
23419,950,1538
23324,952,1559
23536,953,1560
21126,955,1382
23363,956,1544
21113,958,1439
23552,962,1397
23549,971,1484
23322,976,1398
23305,977,1385
23465,978,1441
23528,1006,1430
23438,1007,1419
23369,1008,1388
25771,1055,1491
23486,1056,1472
23388,1058,1473
23389,1059,1474
23448,1063,1444
23401,1066,1485
23440,1067,1486
23402,1074,1487
23461,1087,1578
23311,1090,1539
23487,1102,1585
23522,1103,1602
23302,1107,1579
23361,1110,1603
23509,1125,1372
23344,1126,1632
23310,1127,1633
11488725,1158,1659
23362,1159,1658
11592767,1160,1664
23451,1173,1469
23455,1174,1470
23462,1175,1471
23544,1178,1502
23350,1179,1503
23531,1180,1652
23532,1200,1417
21095,1202,1459
23294,1204,1597
23316,1205,1598
23488,1206,1600
11488684,1207,1590
25766,1208,1592
23307,1238,1498
23317,1239,1504
23336,1241,1551
23499,1242,1552
23334,1243,1553
23496,1244,1554
23502,1245,1555
23545,1246,1556
23418,1247,1558
23506,1248,1561
61628,1249,1610
23385,1250,1642
23380,1251,1643
23379,1252,1644
23384,1253,1645
23383,1254,1646
23378,1255,1647
23377,1256,1648
61627,1257,1649
23318,1275,1563
23433,1316,1505
23345,1317,1488
23480,1319,1510
11488729,1320,1518
21093,1321,1522
11488723,1322,1511
23427,1323,1512
23309,1361,1453
23423,1361,1496
23439,1409,1530
23358,1429,1531
11488731,1445,1573
11594305,1446,1577
11594344,1447,1581
11488733,1448,1580
23391,1455,1623
23392,1456,1624
23394,1457,1628
11488685,1471,1660
23330,1476,1527
23422,1505,1627
23421,1506,1626
23313,1507,1549
23454,1511,1461
23521,1520,1534
23447,1526,1606
23301,1542,1437
23523,1545,1570
23539,1550,1463
23323,1551,1465
23540,1552,1464
23534,1553,1466
23537,1554,1618
23435,1555,1599
23431,1556,1637
23515,1557,1638
23425,1558,1639
23533,1559,1616
23538,1560,1617
11488677,1586,1492
11488676,1587,1495
23403,1589,1383
23481,1590,1443
11488690,1591,1663
23424,1599,1427
11488703,1623,1414
23367,1624,1403
23337,1625,1410
23514,1639,1509
11488734,1640,1521
11488689,1641,1523
23376,1652,1411
23543,1662,1378
64078,1665,1497
23546,1705,1533
23491,1710,1557
23434,1713,1407
23516,1714,1408
21088,1734,1448
21098,1763,1401
23343,1764,1415
23441,1777,1653
21109,1806,1421
21114,1807,1423
21096,1808,1451
11488668,1828,1445
11488672,1829,1373
21097,1841,1393
23335,1843,1489
64079,1844,1483
23312,1845,1460
21106,1850,1428
21122,1851,1458
21127,1852,1462
21121,1853,1436
21101,1854,1450
23542,1855,1625
51616,169,1
71596,171,225
71597,184,209
74831,315,216
71598,436,215
74245,580,289
24822,581,288
74409,717,44
74832,1118,217
74833,1119,218
71966,1121,214
71970,1122,223
71971,1123,208
9574,92,89
63297,147,42
63298,148,43
63295,149,46
63296,150,50
64118,327,211
76885,328,212
63367,418,39
75919,438,1672
72006,549,1668
20387,554,40
75921,568,1673
72157,594,284
63434,632,285
71556,662,286
69945,675,220
75922,768,1674
71430,806,48
71466,806,48
71434,806,48
66587,808,47
75923,822,1675
16835198,864,1669
72005,999,1670
25359,1088,90
75926,1268,287
75924,1406,1676
75920,1503,103
72029,1606,106
72030,1607,108
72031,1608,107
75925,1689,1677
25470,1070,54
61672,1369,101
61673,1370,102
25471,1643,85
73222,1644,86
25347,1765,210
77360,297,37
77290,734,45
63638,1299,68
77289,1783,72
19386,39,114
21693,38,146
21690,232,151
21688,235,124
21726,269,157
21858,270,157
21682,295,123
21707,342,152
21733,430,175
21679,431,176
62487,433,174
21731,460,181
77870,475,186
21678,539,160
77883,548,196
77881,578,190
21691,603,141
21722,607,134
21723,645,142
77873,663,193
21741,680,143
21716,695,118
77884,696,194
21727,723,161
21677,724,137
21673,730,147
21702,775,156
21674,778,144
21700,794,159
21694,807,149
77877,821,187
21689,843,119
21725,855,180
77882,857,199
21706,931,140
21732,961,153
21717,964,154
77875,968,189
21719,969,164
21737,1010,126
77879,1029,185
21703,1042,121
21696,1045,117
21708,1048,132
21698,1075,139
21680,1093,127
21709,1177,166
21711,1258,165
30012,1271,122
21681,1298,130
21675,1309,162
64167,1310,162
21697,1326,167
21701,1327,168
21742,1328,158
21730,1431,171
21736,1432,170
21720,1440,178
21739,1522,133
21676,1597,135
77876,1619,198
77885,1627,195
73007,1672,183
21683,1673,138
77886,1674,197
23235,1680,169
77872,1683,163
21705,1687,169
77878,1690,192
21695,1704,177
77871,1721,191
21684,1728,131
30011,1729,179
21738,1742,128
21714,1743,129
21686,1751,155
77874,1804,184
77887,1805,188
21728,1820,125
21721,1842,172
51617,243,11
51619,244,11
51620,245,11
61604,41,96
61603,237,83
25126755,298,58
25126764,299,55
25126765,300,64
25126766,301,56
25126767,302,59
25126756,303,63
25126757,304,61
25126758,305,60
25126759,306,65
25126760,307,57
25126761,308,62
25126762,309,67
25126763,310,66
25832,658,219
63443,1027,49
72001,1236,53
63469,1274,84
63470,1274,87
63471,1274,88
63465,1274,99
63466,1274,98
63467,1274,97
63472,1274,105
63468,1274,75
76471,283,110
76469,694,113
76468,789,115
76467,1132,200
76465,1276,201
76462,1277,202
76463,1592,204
76470,1709,205
70002,71,21
15336648,954,242
63695,1044,239
15336647,1131,237
63694,1176,241
63522,1186,34
72052,1567,244
72873,1645,25
74637,1651,245
69998,46,18
69988,50,27
69994,55,15
69995,58,26
69999,62,19
69996,76,17
69991,88,16
69992,90,13
69993,93,28
69989,102,20
69990,104,15
69997,115,24
9572,118,240
63933,193,232
29475,547,12
71461,720,270
71462,721,271
63934,840,233
63935,841,234
27326,865,274
75470,890,273
63936,924,235
15081339,1047,1368
63937,1164,236
63938,1278,238
61508,1487,230
74869,1802,207
29474,1847,29
62959,36,22
63370,1839,36
71591,29,1370
72788,1190,33
72789,1191,35
74411,543,227
74410,544,228
15292,1195,1369
14516061,107,1371
27260,967,231
23734410,510,1214
6462593,1009,526
64076,1715,258
77288,1012,51
75928,311,71
72263,89,23
76515,567,206
72115,805,272
19926251,67,1108
26229255,166,1212
25537687,963,1215
25492475,1015,1213
25537688,152,1087
20275634,285,1047
26229254,447,936
25616684,537,1134
20806326,726,1037
15086822,877,986
25583972,1049,1149
20670620,1153,1073
25788998,1611,1147
15969630,1679,1023
15986038,1827,1026
25567615,19,1064
19926246,57,969
26528219,131,1018
13417256,156,940
25746096,158,1091
19926247,162,946
25583973,164,1079
25616680,356,1132
25616681,357,1131
19937041,382,913
19937042,383,913
21968078,428,1128
28821845,620,1197
28821843,621,1196
22887488,737,1033
28001926,1003,1029
22887486,1024,926
22887486,1024,927
21968079,1302,1075
21968079,1302,1076
21968079,1302,1077
25616682,1470,1136
20806331,1698,872
22887489,22,1111
25567610,77,1150
25567611,78,1151
25567612,79,1152
25567613,80,1153
25567614,81,1154
12444838,135,1206
19920420,160,1036
26598762,168,1133
26661871,239,1194
20806333,240,1126
20806327,241,1088
25051654,413,1069
20806329,449,1070
26497688,490,1019
26078620,559,1182
22006516,312,1078
13504281,661,1207
26078625,689,1046
20414042,727,1121
22006519,772,1066
26616438,856,1124
26078622,861,1181
26078623,862,1181
26078624,863,1181
23246765,981,1178
28424788,985,1179
26616439,993,1123
26661870,994,1025
26616441,997,1187
20806279,1128,1125
20418239,1134,1040
28821841,1147,1185
19926250,1148,1068
15288839,1151,1020
26497687,1152,1107
19902438,1198,1065
20781722,1294,1056
19926245,1442,1203
26598761,1523,1155
26616440,1549,1122
19926244,1561,1032
20806330,1671,1031
15288890,1675,1202
26078618,1682,1135
22006518,1831,1067
20251198,142,1057
20251199,197,1053
25051655,293,1168
24684436,927,1021
20418231,1104,1217
20251194,1168,1127
20251193,1171,1035
19926241,639,319
19937045,903,317
25051652,385,1116
20245863,784,1110
20245864,785,1074
25051650,1585,1186
73061,1735,266
75865,912,1694
75927,1304,1671
77359,296,37
77361,1837,73
76464,466,112
76481,542,111
76491,788,116
76466,1404,203
74870,85,1367
14888357,99,8
19270,1108,7
42960,1565,1210
21008098,1578,1211
22865995,175,361
22865998,176,362
22866000,177,363
22866001,178,364
22866002,179,365
22866003,180,366
22866035,181,368
22866016,182,367
26480264,345,1318
1527746,573,546
1527751,574,546
1527754,575,546
26476783,593,708
22866087,792,371
22866021,926,370
26477288,990,463
26477901,991,464
22866045,995,369
23943757,1086,585
28357986,1267,619
9608,1333,484
9653,1341,487
25409463,1418,429
25313860,1423,391
23316305,1738,597
19920474,1740,1094
14889286,153,979
25313863,284,888
22871367,498,898
6221268,820,901
25313864,838,891
25313866,992,893
9722,1000,505
6352850,1071,902
9711,1083,500
23943749,1181,576
22866078,1222,900
26494464,1233,908
26494504,1234,909
41540,1290,955
23209310,1415,910
41539,1477,956
26475807,1539,335
41537,1601,957
41538,1602,958
41541,1615,959
20955,1620,884
9694,1638,512
13458145,1684,972
20781721,1703,1063
26476393,1718,384
9685,1739,506
23329752,1776,892
23246792,1825,899
25313921,59,775
25313921,59,770
23640601,86,572
15969532,144,980
15936123,145,981
14889289,370,1204
28119925,725,758
20346,810,885
20293760,1065,781
30392,1144,963
28605762,1163,856
13513682,1230,333
23316289,1297,711
26494698,1635,712
26494699,1636,713
23209313,1677,932
28470156,1761,1205
23209319,391,870
28358534,827,792
23209323,1577,826
19937043,617,318
19937044,711,320
20414043,1150,321
72266,1621,316
3199713,1483,344
22006517,167,282
25608,1699,322
1860643,69,426
1422311,98,762
4380801,109,614
1479875,113,401
9673,251,655
9630,252,657
9613,253,656
21888842,583,703
5716747,584,702
5716725,585,696
11878172,585,696
5716749,586,701
5716726,587,697
5716732,588,699
22861156,589,698
5716754,590,705
5716743,591,700
5716741,592,704
5810542,637,681
6207476,701,728
6207477,702,726
6207478,703,734
6207479,704,729
6207480,705,732
6207481,706,731
6229669,707,733
6207482,708,730
6207483,709,727
9669,759,645
9680,760,649
24706,761,650
9606,762,646
9647,763,647
9642,764,644
9651,765,648
4055883,779,1222
17984402,813,1220
4099773,833,637
15999,871,561
6207487,934,630
6207485,1098,631
6207486,1099,632
3936347,1219,635
3596742,1281,451
17384927,1288,323
30001,1314,403
13797006,1408,789
23212,1531,920
3892723,1562,684
3892725,1563,685
3892726,1564,686
22518,1582,917
22519,1583,918
22520,1584,919
15996,1727,680
1533207,1815,324
1534262,1816,330
1534264,1817,351
16538820,27,545
11713137,42,773
16078,75,821
6873085,83,944
9713,185,497
6240698,186,890
20159,196,359
18222725,230,638
6224359,233,894
14008172,249,897
3663528,313,1349
23217,364,915
9728,379,499
22871469,414,903
9710,440,777
20161,441,778
5786823,477,735
22871390,492,904
6375642,500,895
14009791,540,907
3663327,562,1355
14008141,565,571
3327793,600,542
20099,638,831
18050501,665,627
14008122,722,906
19478,791,841
2838600,849,579
2004006,897,570
20160,1016,737
3663486,1114,1352
22871456,1124,905
19512738,1143,783
3663378,1185,1353
14853390,1229,863
4540033,1260,513
29477,1367,481
19494,1414,839
9706,1463,575
9702,1464,574
13053708,1475,1200
3327830,1493,355
13796670,1571,578
3663680,1593,1335
20100,1605,827
3663518,1610,1329
14009801,1629,896
1774141,1766,584
3324311,1833,423
4341139,61,759
2546284,64,671
1925011,103,573
4595929,136,716
42065,165,964
7134247,218,948
20476046,219,953
25045,220,952
7062934,223,947
6861855,225,954
6933678,226,949
14411085,318,742
16015,319,743
6022276,363,788
16021,367,760
4513359,368,641
3970939,371,620
6292298,374,808
11861948,375,809
18097285,456,455
20089,481,794
20089,481,795
4056806,529,688
13419126,536,1199
27199,564,776
26112,616,717
19444,873,718
26111,874,719
6073989,933,676
9738,960,522
16020,1062,764
16019,1062,764
2549113,1080,386
20117,1138,830
2855349,1182,551
9739,1183,521
5810574,1201,675
13251503,1283,867
23316267,1284,869
19445,1285,868
25043,1443,950
25044,1444,951
14959487,1486,965
16067,1537,520
13419492,1626,1208
22541,1661,928
3155153,1663,582
19081332,1666,813
20088,1730,876
2850561,1746,557
9763,332,797
9759,346,745
9761,347,748
9758,348,752
4337015,349,750
4226438,350,753
9756,351,749
4226430,352,746
6338011,353,747
4338454,354,744
4338289,355,751
4336495,712,659
4336506,815,658
4337010,834,660
16079,1060,663
3966578,1405,679
22866417,37,802
19449,459,852
25039,221,310
25037,222,308
25038,224,309
12423730,461,312
20476195,667,307
20476191,668,306
20471142,1211,305
13472789,1436,311
19906790,1437,314
19906798,1438,313
23942783,105,654
13682236,365,428
2961875,809,360
9766,1303,765
4385692,1428,720
14795035,1462,543
9767,1604,767
18056895,1755,674
23942770,1772,665
2961877,1813,389
2961870,1818,379
3990229,491,669
4403980,1120,563
10587700,1282,633
19405,1467,738
19406,1468,740
19407,1469,739
1263112,100,450
19264,341,820
20125,372,803
9775,533,806
9777,653,514
3663706,670,336
3663707,671,337
3663708,672,338
3663700,673,339
3663778,674,340
9778,678,515
20126,1035,787
20127,1149,822
3663790,1214,1328
9770,1488,395
16539510,1500,419
9774,1647,516
64114,611,267
64115,612,268
64116,613,269
23390,134,1575
23303,172,1442
23325,280,1635
23397,389,1434
21116,627,1379
23400,643,1500
23471,713,1550
21089,1005,1584
23341,1011,1583
23370,1061,1541
23300,1078,1594
23519,1079,1596
23526,1115,1377
23493,1116,1395
23292,1203,1636
23426,1237,1654
21125,1616,1376
19423,1068,52
22811,1050,91
25567,1051,92
25568,1052,93
25569,1053,94
25571,1054,95
24823,1696,82
19385,44,114
21735,322,120
21734,432,182
16349,576,173
15184,1311,150
21715,1499,145
21699,1598,136
52554,1501,1218
25839,921,221
41259,922,222
42089,1315,224
25838,1530,226
22719,966,290
22718,1100,291
15267,52,279
15224,452,1365
15146,860,1362
15226,919,277
16662,965,276
15275,1017,275
15311,1529,280
15197,1595,278
15212,1649,281
15307,1712,1361
15307,1712,1364
15155,1819,1363
22197,390,109
29974,538,14
22193,766,77
62944,928,81
22195,972,78
16319,1646,80
20401,1723,79
27256,1846,74
27259,384,247
62946,660,250
62947,732,229
20400,925,246
27258,929,248
27261,1849,249
78283,940,1514
78284,945,1612
21110142,444,939
28605760,1433,1109
78277,552,253
78278,553,254
78280,1227,1690
78281,1228,1691
78285,1076,1622
78286,1077,1595
78287,1161,1665
78288,1162,1666
